OrderID,CustomerID,OrderVolume,ShipMode,Segment,Category,PaymentTerm,Discount,ExistingPurchaseOrder,FirstCustomerOrder,CashInDate
O-12787,1006,46.52,Standard Class,Consumer,Furniture,30,0,Yes,No,17-07-2012
O-12788,1020,12.21,Same Day,Consumer,Office Supplies,45,3,Yes,No,28-07-2012
O-12789,1016,67.98,Standard Class,Corporate,Technology,14,0,Yes,No,07-07-2012
O-12791,1006,25.04,Standard Class,Consumer,Office Supplies,14,0,Yes,No,19-07-2012
O-12793,1028,26.5,Standard Class,Consumer,Furniture,30,5,Yes,No,18-07-2012
O-12794,1019,5.9,Same Day,Corporate,Office Supplies,14,5,Yes,No,10-07-2012
O-12796,1005,19.14,Standard Class,Corporate,Office Supplies,14,0,Yes,No,13-07-2012
O-12797,1027,4.48,Standard Class,Consumer,Office Supplies,30,5,Yes,No,21-07-2012
O-12798,1005,29.84,Standard Class,Corporate,Office Supplies,45,0,Yes,No,13-08-2012
O-12800,1020,2364.1,Second Class,Consumer,Furniture,14,3,Yes,No,23-06-2012
O-12801,1028,2546.46,Standard Class,Consumer,Furniture,30,3,Yes,No,19-07-2012
O-12802,1008,689.09,Second Class,Consumer,Office Supplies,30,0,Yes,No,30-07-2012
O-12803,1006,1486.26,Standard Class,Consumer,Technology,30,0,Yes,No,17-07-2012
O-12804,1011,643.14,First Class,Corporate,Furniture,14,0,Yes,No,29-07-2012
O-12805,1006,520.08,Standard Class,Consumer,Office Supplies,14,5,Yes,No,05-07-2012
O-12806,1008,328.64,Second Class,Consumer,Technology,30,5,Yes,No,04-07-2012
O-12807,1031,364.7,Standard Class,Consumer,Furniture,30,5,Yes,No,07-07-2012
O-12808,1015,87.21,Second Class,Consumer,Office Supplies,45,5,Yes,No,06-08-2012
O-12810,1008,117.07,Same Day,Consumer,Furniture,14,3,Yes,No,04-07-2012
O-12811,1021,255.84,Standard Class,Corporate,Office Supplies,30,0,Yes,No,17-08-2012
O-12812,1004,82.37,Standard Class,Consumer,Office Supplies,14,3,Yes,No,29-06-2012
O-12813,1020,108.24,Standard Class,Consumer,Office Supplies,45,0,Yes,No,25-07-2012
O-12814,1023,146.4,Second Class,Consumer,Technology,14,0,Yes,No,09-07-2012
O-12815,1031,197.37,Standard Class,Consumer,Furniture,14,5,Yes,No,24-06-2012
O-12816,1027,140.52,Standard Class,Consumer,Technology,14,3,Yes,No,08-07-2012
O-12817,1028,119.8,Second Class,Consumer,Furniture,30,3,Yes,No,20-07-2012
O-12818,1025,126.24,Standard Class,Corporate,Furniture,14,5,Yes,No,25-07-2012
O-12819,1006,28.98,First Class,Consumer,Office Supplies,45,0,Yes,No,02-08-2012
O-12820,1006,31.14,First Class,Consumer,Office Supplies,30,5,Yes,No,15-07-2012
O-12822,1020,46.32,Standard Class,Consumer,Office Supplies,30,5,Yes,No,09-07-2012
O-12823,1023,102.9,Second Class,Consumer,Office Supplies,14,5,Yes,No,09-07-2012
O-12824,1028,47.88,Standard Class,Consumer,Office Supplies,30,3,Yes,No,25-07-2012
O-12825,1008,23.65,Second Class,Consumer,Office Supplies,45,5,Yes,No,02-08-2012
O-12826,1020,43.2,Second Class,Consumer,Office Supplies,30,3,Yes,No,08-07-2012
O-12827,1004,40.26,Standard Class,Consumer,Furniture,45,5,No,No,25-07-2012
O-12828,1028,38.88,Standard Class,Consumer,Office Supplies,45,3,Yes,No,31-07-2012
O-12830,1019,20.74,First Class,Corporate,Office Supplies,30,3,Yes,No,22-07-2012
O-12831,1031,27.22,Standard Class,Consumer,Office Supplies,30,3,No,No,29-07-2012
O-12832,1008,45.68,Standard Class,Consumer,Office Supplies,45,0,Yes,No,31-07-2012
O-12833,1031,9.57,Standard Class,Consumer,Office Supplies,30,3,Yes,No,16-07-2012
O-12834,1010,21.48,Second Class,Consumer,Office Supplies,45,3,Yes,No,12-08-2012
O-12835,1031,28.75,Standard Class,Consumer,Office Supplies,14,0,No,No,17-07-2012
O-12836,1008,15.07,Standard Class,Consumer,Office Supplies,45,3,Yes,No,01-08-2012
O-12837,1016,6.13,First Class,Corporate,Office Supplies,14,5,Yes,No,15-07-2012
O-12838,1031,6.21,Standard Class,Consumer,Office Supplies,45,3,Yes,No,26-07-2012
O-12839,1007,899.82,Second Class,Corporate,Technology,14,3,Yes,No,17-07-2012
O-12840,1003,716.1,Second Class,Corporate,Technology,30,5,No,No,26-07-2012
O-12841,1029,395.88,First Class,Corporate,Office Supplies,14,0,Yes,No,23-07-2012
O-12842,1010,195.76,Same Day,Consumer,Furniture,30,5,Yes,No,27-07-2012
O-12844,1000,173.34,Second Class,Consumer,Office Supplies,45,3,Yes,No,06-08-2012
O-12845,1000,79.92,Second Class,Consumer,Technology,14,5,Yes,No,10-07-2012
O-12846,1008,224.82,Second Class,Consumer,Technology,14,0,Yes,No,06-07-2012
O-12847,1029,259.47,Standard Class,Corporate,Technology,45,5,Yes,No,25-07-2012
O-12848,1006,222.66,First Class,Consumer,Technology,14,3,Yes,No,08-07-2012
O-12849,1007,134.64,Standard Class,Corporate,Office Supplies,30,0,Yes,No,12-08-2012
O-12852,1023,146.94,Standard Class,Consumer,Technology,14,5,Yes,No,27-06-2012
O-12853,1003,95.04,Second Class,Corporate,Office Supplies,14,5,Yes,No,25-07-2012
O-12854,1030,53.11,Second Class,Corporate,Furniture,14,3,Yes,No,15-07-2012
O-12857,1015,33.6,Second Class,Consumer,Office Supplies,30,0,Yes,No,03-08-2012
O-12858,1024,43.71,Same Day,Corporate,Office Supplies,14,3,Yes,No,01-08-2012
O-12860,1003,56.25,Standard Class,Corporate,Office Supplies,30,5,Yes,No,21-07-2012
O-12862,1023,48.96,Standard Class,Consumer,Office Supplies,14,5,Yes,No,09-07-2012
O-12863,1029,39.13,Second Class,Corporate,Office Supplies,45,5,Yes,No,03-08-2012
O-12865,1000,2.35,Standard Class,Consumer,Office Supplies,30,3,No,No,30-07-2012
O-12866,1015,1278,First Class,Consumer,Technology,14,5,Yes,No,04-07-2012
O-12869,1008,448.02,Second Class,Consumer,Furniture,14,0,Yes,No,16-07-2012
O-12870,1007,1593.38,First Class,Corporate,Technology,14,3,Yes,No,18-07-2012
O-12871,1015,762.93,First Class,Consumer,Technology,45,5,Yes,No,01-08-2012
O-12873,1022,316.76,Second Class,Corporate,Office Supplies,14,0,Yes,No,05-08-2012
O-12874,1022,710.76,Standard Class,Corporate,Furniture,45,5,Yes,No,10-08-2012
O-12875,1012,435.42,Standard Class,Corporate,Furniture,30,5,Yes,No,28-07-2012
O-12876,1015,112.95,Second Class,Consumer,Office Supplies,30,5,Yes,No,27-07-2012
O-12878,1013,160.96,First Class,Consumer,Office Supplies,14,5,Yes,No,27-07-2012
O-12879,1021,158.99,Second Class,Corporate,Technology,30,3,No,No,10-08-2012
O-12880,1013,159.68,Same Day,Consumer,Technology,14,5,Yes,No,16-07-2012
O-12882,1022,101.4,First Class,Corporate,Office Supplies,45,3,No,No,28-08-2012
O-12884,1008,124.32,Standard Class,Consumer,Office Supplies,45,5,No,No,30-07-2012
O-12885,1004,51.98,Standard Class,Consumer,Office Supplies,30,5,No,No,11-07-2012
O-12886,1021,25.8,First Class,Corporate,Office Supplies,14,5,Yes,No,05-08-2012
O-12887,1013,29.64,Standard Class,Consumer,Office Supplies,45,5,Yes,No,11-08-2012
O-12888,1021,52.08,Standard Class,Corporate,Office Supplies,45,3,Yes,No,01-09-2012
O-12892,1019,13.63,Standard Class,Corporate,Office Supplies,45,0,Yes,No,01-08-2012
O-12895,1015,445.55,Standard Class,Consumer,Technology,30,3,Yes,No,27-07-2012
O-12896,1024,529.92,Standard Class,Corporate,Furniture,45,3,Yes,No,11-08-2012
O-12897,1008,334.8,Standard Class,Consumer,Technology,30,5,Yes,No,14-07-2012
O-12898,1024,434.16,Standard Class,Corporate,Furniture,30,0,Yes,No,07-08-2012
O-12900,1012,280.92,Standard Class,Corporate,Office Supplies,14,0,Yes,No,01-08-2012
O-12901,1000,206.4,Standard Class,Consumer,Office Supplies,30,5,Yes,No,24-07-2012
O-12902,1000,234.24,Standard Class,Consumer,Office Supplies,45,3,Yes,No,14-08-2012
O-12903,1021,104.4,Same Day,Corporate,Office Supplies,14,5,No,No,10-08-2012
O-12904,1031,125.94,First Class,Consumer,Technology,45,0,No,No,23-07-2012
O-12905,1023,121.92,Standard Class,Consumer,Office Supplies,45,3,Yes,No,03-08-2012
O-12906,1028,89.46,Same Day,Consumer,Office Supplies,14,5,Yes,No,20-07-2012
O-12907,1024,142.46,Standard Class,Corporate,Office Supplies,45,5,Yes,No,13-08-2012
O-12908,1026,142.02,Standard Class,Corporate,Furniture,14,5,Yes,No,30-07-2012
O-12909,1027,143.76,Standard Class,Consumer,Office Supplies,45,5,Yes,No,03-08-2012
O-12910,1003,150.66,Standard Class,Corporate,Furniture,45,0,No,No,12-08-2012
O-12911,1023,64.2,Standard Class,Consumer,Office Supplies,14,5,Yes,No,12-07-2012
O-12912,1012,77,Standard Class,Corporate,Technology,45,5,Yes,No,03-08-2012
O-12913,1025,180.72,Standard Class,Corporate,Office Supplies,45,0,Yes,No,21-08-2012
O-12914,1029,140.76,Standard Class,Corporate,Technology,45,0,Yes,No,05-08-2012
O-12915,1028,47.3,Same Day,Consumer,Office Supplies,45,5,Yes,No,01-08-2012
O-12919,1011,75.36,Standard Class,Corporate,Furniture,45,5,Yes,No,09-08-2012
O-12922,1000,51.6,Standard Class,Consumer,Office Supplies,30,5,Yes,No,29-07-2012
O-12923,1000,39.6,Standard Class,Consumer,Office Supplies,30,5,Yes,No,24-07-2012
O-12924,1030,43.38,Standard Class,Corporate,Office Supplies,30,3,Yes,No,10-08-2012
O-12925,1026,49.22,Standard Class,Corporate,Office Supplies,14,5,Yes,No,25-07-2012
O-12927,1012,23.8,First Class,Corporate,Office Supplies,14,3,Yes,No,31-07-2012
O-12928,1000,16.44,Standard Class,Consumer,Office Supplies,14,3,Yes,No,18-07-2012
O-12929,1027,47.64,Standard Class,Consumer,Furniture,14,3,No,No,25-07-2012
O-12930,1023,29.55,Standard Class,Consumer,Office Supplies,30,5,Yes,No,20-07-2012
O-12932,1029,8.43,Standard Class,Corporate,Office Supplies,14,0,No,No,25-07-2012
O-12933,1016,9.16,Standard Class,Corporate,Office Supplies,45,3,Yes,No,10-08-2012
O-12934,1023,7.49,Standard Class,Consumer,Office Supplies,30,5,Yes,No,22-07-2012
O-12935,1003,12.9,Standard Class,Corporate,Office Supplies,14,0,Yes,No,30-07-2012
O-12938,1004,12.56,Standard Class,Consumer,Furniture,30,3,Yes,No,08-07-2012
O-12940,1005,5.79,Standard Class,Corporate,Office Supplies,30,5,Yes,No,27-07-2012
O-12941,1020,1081.3,Standard Class,Consumer,Technology,14,5,Yes,No,29-06-2012
O-12942,1028,247.77,Standard Class,Consumer,Technology,14,5,Yes,No,07-07-2012
O-12943,1005,319.98,Second Class,Corporate,Technology,30,3,Yes,No,27-07-2012
O-12944,1029,349.96,Standard Class,Corporate,Office Supplies,14,0,Yes,No,29-07-2012
O-12945,1031,467.97,Standard Class,Consumer,Technology,45,5,Yes,No,14-07-2012
O-12946,1028,717.12,Standard Class,Consumer,Technology,14,5,Yes,No,04-07-2012
O-12947,1020,530.22,Standard Class,Consumer,Technology,45,5,No,No,20-07-2012
O-12948,1014,278.7,Standard Class,Corporate,Technology,30,5,No,No,02-08-2012
O-12949,1024,195.48,Standard Class,Corporate,Furniture,30,5,Yes,No,26-07-2012
O-12952,1012,293.44,Standard Class,Corporate,Furniture,30,5,Yes,No,29-07-2012
O-12953,1008,444.31,Standard Class,Consumer,Furniture,30,0,Yes,No,24-07-2012
O-12954,1029,117.18,Standard Class,Corporate,Technology,14,5,No,No,23-07-2012
O-12955,1020,130.98,Second Class,Consumer,Office Supplies,14,0,Yes,No,20-07-2012
O-12956,1004,450.04,Standard Class,Consumer,Office Supplies,14,5,Yes,No,02-07-2012
O-12958,1029,156.49,Standard Class,Corporate,Technology,30,5,Yes,No,23-07-2012
O-12959,1020,152.44,Standard Class,Consumer,Office Supplies,30,0,Yes,No,20-07-2012
O-12960,1029,103.86,Standard Class,Corporate,Technology,45,3,Yes,No,08-08-2012
O-12961,1028,155.34,Standard Class,Consumer,Office Supplies,14,3,Yes,No,02-08-2012
O-12962,1028,48.3,Second Class,Consumer,Office Supplies,45,0,Yes,No,13-08-2012
O-12963,1025,146.08,Standard Class,Corporate,Office Supplies,14,5,Yes,No,30-07-2012
O-12965,1011,228.92,Standard Class,Corporate,Office Supplies,30,5,Yes,No,31-07-2012
O-12966,1006,70.07,Standard Class,Consumer,Technology,45,5,Yes,No,16-07-2012
O-12967,1025,12.96,First Class,Corporate,Office Supplies,30,5,Yes,No,09-08-2012
O-12968,1004,60.84,Standard Class,Consumer,Furniture,45,5,Yes,No,10-07-2012
O-12969,1025,52.08,Second Class,Corporate,Office Supplies,14,0,Yes,No,09-08-2012
O-12971,1006,39.14,Standard Class,Consumer,Furniture,14,5,No,No,15-07-2012
O-12972,1012,22.42,Standard Class,Corporate,Office Supplies,14,0,Yes,No,08-08-2012
O-12973,1020,21.06,Standard Class,Consumer,Office Supplies,30,5,Yes,No,17-07-2012
O-12976,1004,34.6,Standard Class,Consumer,Office Supplies,45,3,Yes,No,19-07-2012
O-12978,1014,13.83,Standard Class,Corporate,Office Supplies,45,0,Yes,No,15-08-2012
O-12979,1015,21.82,Standard Class,Consumer,Office Supplies,30,0,Yes,No,05-08-2012
O-12980,1024,11.1,Standard Class,Corporate,Office Supplies,45,3,Yes,No,18-08-2012
O-12981,1027,13.86,Standard Class,Consumer,Office Supplies,30,3,Yes,No,04-08-2012
O-12982,1012,13.46,Standard Class,Corporate,Office Supplies,14,3,Yes,No,10-08-2012
O-12983,1003,14.07,Standard Class,Corporate,Office Supplies,45,5,Yes,No,12-08-2012
O-12984,1031,33.02,Standard Class,Consumer,Office Supplies,45,0,Yes,No,06-08-2012
O-12985,1023,8.75,Second Class,Consumer,Office Supplies,14,0,No,No,23-07-2012
O-12986,1023,9.06,Second Class,Consumer,Office Supplies,30,5,Yes,No,21-07-2012
O-12987,1012,1696.4,Standard Class,Corporate,Technology,45,0,Yes,No,13-08-2012
O-12988,1025,1696.64,Standard Class,Corporate,Technology,45,5,Yes,No,10-08-2012
O-12989,1015,1035.84,Same Day,Consumer,Technology,45,5,Yes,No,31-07-2012
O-12990,1019,796.42,First Class,Corporate,Furniture,30,0,Yes,No,24-07-2012
O-12991,1012,435.12,Standard Class,Corporate,Office Supplies,45,5,Yes,No,19-08-2012
O-12992,1012,897.2,Standard Class,Corporate,Furniture,30,5,Yes,No,31-07-2012
O-12993,1006,684.36,Standard Class,Consumer,Technology,14,3,Yes,No,11-07-2012
O-12994,1028,585.69,Standard Class,Consumer,Furniture,45,0,Yes,No,03-08-2012
O-12995,1015,231.63,Same Day,Consumer,Technology,14,3,Yes,No,17-07-2012
O-12996,1031,201.57,Second Class,Consumer,Technology,30,0,Yes,No,07-07-2012
O-12997,1003,439.8,Standard Class,Corporate,Furniture,45,0,Yes,No,08-08-2012
O-12998,1020,296.88,Second Class,Consumer,Furniture,30,5,Yes,No,14-07-2012
O-12999,1013,286.44,Standard Class,Consumer,Technology,30,3,Yes,No,26-07-2012
O-13000,1016,125.98,Second Class,Corporate,Technology,30,5,Yes,No,18-07-2012
O-13002,1025,678.59,Standard Class,Corporate,Furniture,14,5,Yes,No,25-07-2012
O-13003,1020,610.35,Standard Class,Consumer,Furniture,30,0,Yes,No,21-07-2012
O-13004,1020,163.56,Standard Class,Consumer,Office Supplies,45,5,Yes,No,25-07-2012
O-13005,1025,153.86,Standard Class,Corporate,Furniture,45,3,Yes,No,17-08-2012
O-13006,1013,298.62,Standard Class,Consumer,Office Supplies,30,0,Yes,No,13-08-2012
O-13007,1015,163.05,Second Class,Consumer,Technology,30,0,Yes,No,23-07-2012
O-13008,1016,257.64,Second Class,Corporate,Furniture,14,0,Yes,No,21-07-2012
O-13009,1028,118.71,Standard Class,Consumer,Technology,14,5,Yes,No,09-07-2012
O-13010,1006,79.36,Standard Class,Consumer,Office Supplies,45,5,Yes,No,04-08-2012
O-13011,1020,95.76,Standard Class,Consumer,Office Supplies,14,5,Yes,No,12-07-2012
O-13012,1020,83.09,Standard Class,Consumer,Furniture,14,0,Yes,No,11-07-2012
O-13013,1008,31.62,Same Day,Consumer,Office Supplies,45,5,Yes,No,01-08-2012
O-13014,1028,120,Standard Class,Consumer,Technology,30,0,No,No,23-07-2012
O-13015,1013,121.74,Standard Class,Consumer,Furniture,14,0,Yes,No,01-08-2012
O-13016,1027,60.24,Standard Class,Consumer,Furniture,14,5,Yes,No,17-07-2012
O-13018,1012,60.19,Standard Class,Corporate,Office Supplies,14,5,Yes,No,31-07-2012
O-13019,1024,53.64,Standard Class,Corporate,Office Supplies,45,5,No,No,27-08-2012
O-13020,1008,72.31,Standard Class,Consumer,Furniture,30,3,No,No,25-07-2012
O-13021,1021,54.69,Standard Class,Corporate,Office Supplies,30,0,Yes,No,12-08-2012
O-13022,1025,39.2,Standard Class,Corporate,Office Supplies,14,5,Yes,No,09-08-2012
O-13025,1029,21.96,Standard Class,Corporate,Office Supplies,30,0,Yes,No,07-08-2012
O-13026,1012,43.38,Standard Class,Corporate,Office Supplies,45,3,Yes,No,17-08-2012
O-13027,1014,21.48,Second Class,Corporate,Office Supplies,45,0,Yes,No,20-08-2012
O-13028,1020,35.73,Standard Class,Consumer,Office Supplies,14,5,Yes,No,14-07-2012
O-13029,1020,49.22,Standard Class,Consumer,Office Supplies,14,5,No,No,11-07-2012
O-13030,1007,23.22,Standard Class,Corporate,Office Supplies,14,5,Yes,No,28-07-2012
O-13032,1015,87.34,Same Day,Consumer,Furniture,30,5,Yes,No,20-07-2012
O-13034,1008,20.07,Standard Class,Consumer,Office Supplies,45,0,No,No,15-08-2012
O-13035,1028,23.7,Standard Class,Consumer,Office Supplies,30,5,Yes,No,28-07-2012
O-13036,1025,6.95,Standard Class,Corporate,Office Supplies,30,5,Yes,No,07-08-2012
O-13037,1020,1765.39,Second Class,Consumer,Furniture,30,5,Yes,No,15-07-2012
O-13038,1010,1502.78,Standard Class,Consumer,Furniture,45,5,Yes,No,04-08-2012
O-13039,1028,2570.94,Standard Class,Consumer,Furniture,14,5,Yes,No,09-07-2012
O-13040,1003,763.26,Same Day,Corporate,Technology,14,3,Yes,No,25-07-2012
O-13041,1006,370.01,First Class,Consumer,Technology,14,5,Yes,No,06-07-2012
O-13042,1007,466.72,Standard Class,Corporate,Furniture,30,0,No,No,10-08-2012
O-13043,1026,645.97,Standard Class,Corporate,Technology,14,5,Yes,No,27-07-2012
O-13044,1012,342.06,Second Class,Corporate,Furniture,30,3,No,No,08-08-2012
O-13045,1026,431.46,Standard Class,Corporate,Technology,30,3,Yes,No,04-08-2012
O-13046,1015,224.82,Standard Class,Consumer,Technology,14,3,Yes,No,15-07-2012
O-13048,1008,167.34,Standard Class,Consumer,Technology,14,5,Yes,No,03-07-2012
O-13049,1028,124.59,Same Day,Consumer,Technology,14,0,Yes,No,18-07-2012
O-13050,1028,27,Same Day,Consumer,Office Supplies,30,3,Yes,No,26-07-2012
O-13051,1010,199.39,Standard Class,Consumer,Furniture,30,5,No,No,06-08-2012
O-13052,1008,50.94,Standard Class,Consumer,Office Supplies,30,5,Yes,No,27-07-2012
O-13053,1013,74.02,Standard Class,Consumer,Office Supplies,30,3,Yes,No,12-08-2012
O-13054,1008,120.9,Standard Class,Consumer,Technology,45,5,Yes,No,24-07-2012
O-13055,1015,48.42,Standard Class,Consumer,Office Supplies,14,5,Yes,No,22-07-2012
O-13057,1020,22.47,Same Day,Consumer,Office Supplies,45,0,Yes,No,02-08-2012
O-13058,1015,25.08,Standard Class,Consumer,Office Supplies,45,0,Yes,No,13-08-2012
O-13060,1006,31.62,Standard Class,Consumer,Office Supplies,45,3,Yes,No,13-08-2012
O-13061,1010,36.28,Standard Class,Consumer,Technology,14,5,No,No,30-07-2012
O-13062,1003,508.38,Same Day,Corporate,Furniture,45,5,Yes,No,15-08-2012
O-13063,1010,23.2,Standard Class,Consumer,Office Supplies,30,3,No,No,14-08-2012
O-13064,1028,17.71,Same Day,Consumer,Office Supplies,30,5,Yes,No,07-08-2012
O-13067,1015,11.83,Standard Class,Consumer,Office Supplies,14,5,Yes,No,21-07-2012
O-13068,1006,54.38,First Class,Consumer,Office Supplies,30,3,No,No,29-07-2012
O-13069,1004,4.96,Second Class,Consumer,Office Supplies,45,3,Yes,No,25-07-2012
O-13071,1029,1499.7,Standard Class,Corporate,Technology,14,0,Yes,No,15-07-2012
O-13072,1008,1609.29,Standard Class,Consumer,Office Supplies,30,5,Yes,No,27-07-2012
O-13073,1012,439.74,Standard Class,Corporate,Technology,30,5,Yes,No,04-08-2012
O-13074,1004,1217.57,Standard Class,Consumer,Office Supplies,45,5,Yes,No,03-08-2012
O-13076,1024,500.85,Second Class,Corporate,Furniture,45,3,Yes,No,13-08-2012
O-13078,1010,271.26,Second Class,Consumer,Technology,30,5,Yes,No,29-07-2012
O-13079,1015,573.48,Standard Class,Consumer,Furniture,45,0,Yes,No,09-08-2012
O-13080,1029,418.05,Standard Class,Corporate,Technology,30,3,Yes,No,24-07-2012
O-13081,1010,551.87,Standard Class,Consumer,Furniture,14,0,Yes,No,28-07-2012
O-13082,1024,272.28,Standard Class,Corporate,Furniture,30,5,Yes,No,05-08-2012
O-13086,1008,69.3,First Class,Consumer,Office Supplies,14,5,No,No,22-07-2012
O-13088,1015,38.88,First Class,Consumer,Office Supplies,45,5,Yes,No,22-08-2012
O-13089,1025,100.54,Standard Class,Corporate,Furniture,14,5,Yes,No,01-08-2012
O-13091,1029,77.49,Second Class,Corporate,Office Supplies,14,3,Yes,No,25-07-2012
O-13092,1012,55.52,Standard Class,Corporate,Furniture,30,0,Yes,No,12-08-2012
O-13094,1010,36.14,Standard Class,Consumer,Office Supplies,30,3,Yes,No,11-08-2012
O-13095,1017,18.18,First Class,Corporate,Office Supplies,14,3,Yes,No,30-07-2012
O-13096,1010,48.32,Standard Class,Consumer,Office Supplies,45,5,Yes,No,10-08-2012
O-13097,1012,18.22,Standard Class,Corporate,Office Supplies,30,5,Yes,No,17-08-2012
O-13098,1024,33.39,Second Class,Corporate,Office Supplies,30,5,Yes,No,10-08-2012
O-13099,1012,8.24,Standard Class,Corporate,Office Supplies,14,3,Yes,No,04-08-2012
O-13100,1025,24.3,Standard Class,Corporate,Office Supplies,14,5,Yes,No,07-08-2012
O-13102,1012,649.2,First Class,Corporate,Technology,14,3,Yes,No,31-07-2012
O-13103,1000,967.56,Standard Class,Consumer,Technology,45,5,Yes,No,30-07-2012
O-13106,1029,725.7,Same Day,Corporate,Furniture,14,3,Yes,No,26-07-2012
O-13107,1006,204.67,First Class,Consumer,Office Supplies,45,3,Yes,No,09-08-2012
O-13108,1013,115.74,Same Day,Consumer,Office Supplies,45,5,Yes,No,16-08-2012
O-13109,1025,160.99,First Class,Corporate,Office Supplies,30,5,Yes,No,18-08-2012
O-13111,1023,105.84,Second Class,Consumer,Office Supplies,45,5,Yes,No,07-08-2012
O-13112,1004,217.58,Standard Class,Consumer,Technology,30,3,Yes,No,06-07-2012
O-13113,1010,113.76,Standard Class,Consumer,Office Supplies,14,5,Yes,No,24-07-2012
O-13115,1004,143.98,Standard Class,Consumer,Technology,30,3,Yes,No,11-07-2012
O-13116,1007,94.08,Standard Class,Corporate,Office Supplies,45,0,Yes,No,31-08-2012
O-13117,1010,62.14,Standard Class,Consumer,Office Supplies,30,5,Yes,No,02-08-2012
O-13118,1007,98.64,Standard Class,Corporate,Office Supplies,30,5,Yes,No,15-08-2012
O-13119,1007,144,Standard Class,Corporate,Office Supplies,45,0,Yes,No,24-08-2012
O-13120,1028,84.78,Standard Class,Consumer,Office Supplies,14,3,Yes,No,27-07-2012
O-13121,1013,23.08,Standard Class,Consumer,Office Supplies,30,0,No,No,23-08-2012
O-13122,1010,52,Standard Class,Consumer,Office Supplies,30,5,Yes,No,11-08-2012
O-13123,1018,18.53,Standard Class,Corporate,Office Supplies,30,0,Yes,No,12-08-2012
O-13124,1018,8.73,First Class,Corporate,Office Supplies,30,5,Yes,No,06-08-2012
O-13125,1010,8.44,Standard Class,Consumer,Office Supplies,30,0,Yes,No,16-08-2012
O-13126,1004,4.61,First Class,Consumer,Office Supplies,14,3,Yes,No,15-07-2012
O-13128,1031,5.43,Standard Class,Consumer,Office Supplies,45,0,Yes,No,05-08-2012
O-13129,1004,0.98,First Class,Consumer,Office Supplies,14,5,Yes,No,13-07-2012
O-13130,1029,340.08,First Class,Corporate,Technology,14,0,Yes,No,25-07-2012
O-13131,1021,561.54,Standard Class,Corporate,Office Supplies,14,5,Yes,No,08-08-2012
O-13132,1030,444.04,Standard Class,Corporate,Furniture,30,5,Yes,No,26-07-2012
O-13133,1015,743.04,Standard Class,Consumer,Office Supplies,30,0,Yes,No,16-08-2012
O-13134,1007,370.44,Standard Class,Corporate,Office Supplies,45,3,Yes,No,20-08-2012
O-13135,1008,424.53,Standard Class,Consumer,Furniture,45,0,Yes,No,08-08-2012
O-13136,1030,345.38,Standard Class,Corporate,Office Supplies,30,5,Yes,No,06-08-2012
O-13137,1029,545.4,Standard Class,Corporate,Furniture,30,0,Yes,No,31-07-2012
O-13138,1008,168.07,Standard Class,Consumer,Technology,45,3,Yes,No,28-07-2012
O-13139,1028,144.6,Standard Class,Consumer,Office Supplies,30,5,Yes,No,29-07-2012
O-13140,1028,188.78,Standard Class,Consumer,Technology,14,3,Yes,No,13-07-2012
O-13141,1024,139.5,First Class,Corporate,Technology,14,5,No,No,26-07-2012
O-13143,1008,100.95,Standard Class,Consumer,Office Supplies,45,0,Yes,No,18-08-2012
O-13144,1001,117.96,Standard Class,Consumer,Office Supplies,14,5,Yes,No,29-07-2012
O-13147,1019,165.98,Standard Class,Corporate,Office Supplies,14,5,Yes,No,23-07-2012
O-13148,1030,75.69,Standard Class,Corporate,Office Supplies,14,5,Yes,No,27-07-2012
O-13149,1029,152.28,Standard Class,Corporate,Office Supplies,45,0,No,No,01-09-2012
O-13150,1008,33.26,Same Day,Consumer,Furniture,14,5,Yes,No,09-07-2012
O-13151,1024,68.98,First Class,Corporate,Furniture,14,5,Yes,No,01-08-2012
O-13153,1005,41.9,Second Class,Corporate,Technology,45,5,Yes,No,03-08-2012
O-13155,1008,21.99,Standard Class,Consumer,Office Supplies,14,0,No,No,06-08-2012
O-13156,1029,177.63,Standard Class,Corporate,Office Supplies,30,5,Yes,No,06-08-2012
O-13157,1024,27.72,Standard Class,Corporate,Office Supplies,45,0,Yes,No,30-08-2012
O-13158,1014,38.66,Standard Class,Corporate,Office Supplies,30,5,Yes,No,31-07-2012
O-13159,1010,19.08,Standard Class,Consumer,Office Supplies,14,5,Yes,No,27-07-2012
O-13160,1016,27.42,Standard Class,Corporate,Furniture,30,5,Yes,No,25-07-2012
O-13163,1014,6.2,Standard Class,Corporate,Office Supplies,45,5,Yes,No,12-08-2012
O-13164,1028,26.4,Standard Class,Consumer,Office Supplies,30,0,Yes,No,05-08-2012
O-13165,1015,1587,Standard Class,Consumer,Technology,14,5,Yes,No,21-07-2012
O-13167,1030,522.48,Same Day,Corporate,Furniture,45,3,Yes,No,15-08-2012
O-13168,1015,273.32,Standard Class,Consumer,Technology,30,5,Yes,No,29-07-2012
O-13169,1014,500.13,Standard Class,Corporate,Office Supplies,45,0,Yes,No,21-08-2012
O-13170,1031,332.94,Standard Class,Consumer,Furniture,14,5,Yes,No,13-07-2012
O-13171,1027,436.8,Standard Class,Consumer,Technology,30,5,Yes,No,16-07-2012
O-13172,1020,254.88,Second Class,Consumer,Technology,30,5,Yes,No,17-07-2012
