Cust_id,Qtr1_Bal,Qtr2_Bal,Qtr3_Bal,Qtr4_Bal,Perc_inc_q4_q1,Wallet_trx,Age,Gender,Area
C3612,13,31,27,17,0.32,32,18,Male,West
C8527,3,11,21,4,0.32,32,30,Male,South
C8386,12,29,10,16,0.32,32,30,Male,South
C3616,15,35,18,20,0.32,32,28,Female,East
C2866,1,7,19,1,0.32,32,23,Male,East
C6337,5,15,15,7,0.32,32,30,Male,West
C6723,11,27,34,15,0.32,32,20,Male,West
C10131,6,17,11,8,0.32,32,24,Male,North
C6457,1,7,26,1,0.32,32,23,Female,North
C2133,13,31,20,17,0.32,32,26,Male,South
C7510,12,29,14,16,0.32,32,27,Female,West
C7921,5,15,27,7,0.32,32,23,Male,West
C10012,13,31,23,17,0.32,32,19,Male,West
C9409,8,21,30,11,0.32,32,27,Female,West
C7176,8,21,20,11,0.32,32,27,Female,South
C7924,13,31,20,17,0.32,32,28,Female,South
C9653,5,15,18,7,0.32,32,29,Female,South
C10450,3,11,29,4,0.32,32,18,Male,East
C3368,4,13,21,5,0.32,32,27,Female,East
C5379,14,33,22,18,0.32,32,29,Male,West
C3841,3,11,16,4,0.32,32,20,Male,East
C10654,2,9,27,3,0.32,32,22,Male,West
C10846,6,17,31,8,0.32,32,29,Female,West
C8555,3,11,14,4,0.32,32,19,Female,South
C2624,12,29,17,16,0.32,32,23,Female,South
C8155,7,19,29,9,0.32,32,22,Female,West
C4957,5,15,16,7,0.32,32,19,Female,South
C9787,6,17,14,8,0.32,32,28,Female,North
C5063,8,21,14,11,0.32,32,29,Female,West
C8057,10,25,16,13,0.32,32,20,Female,West
C1472,11,27,25,15,0.32,32,27,Female,North
C3659,6,17,22,8,0.32,32,18,Female,West
C5347,5,15,21,7,0.32,32,22,Male,South
C5974,1,7,15,1,0.32,32,27,Female,West
C5977,8,21,15,11,0.32,32,22,Female,South
C2760,4,13,19,5,0.32,32,28,Male,West
C10874,2,9,20,3,0.32,32,24,Male,North
C4500,2,9,38,3,0.33,33,26,Female,North
C9040,10,25,32,13,0.33,33,22,Male,West
C7310,4,13,28,5,0.33,33,19,Female,West
C4310,5,15,17,7,0.33,33,21,Male,South
C6076,2,9,15,3,0.33,33,27,Male,North
C7992,3,11,12,4,0.33,33,24,Female,West
C5600,4,13,29,5,0.33,33,25,Female,West
C6233,8,21,18,11,0.33,33,28,Male,East
C7723,15,35,25,20,0.33,33,20,Male,West
C3489,9,23,33,12,0.33,33,24,Female,South
C1392,13,31,18,17,0.33,33,22,Female,West
C6085,15,35,33,20,0.33,33,22,Female,North
C6270,7,19,21,9,0.33,33,26,Male,North
C9746,6,17,27,8,0.33,33,24,Female,East
C9618,10,25,14,13,0.33,33,30,Female,West
C9812,3,11,19,4,0.33,33,20,Female,South
C6144,1,7,19,1,0.33,33,24,Female,West
C9282,13,31,26,17,0.33,33,27,Male,South
C6654,9,23,14,12,0.33,33,18,Female,North
C7444,2,9,20,3,0.33,33,23,Male,North
C1456,8,21,15,11,0.33,33,21,Female,West
C5860,8,21,29,11,0.33,33,30,Female,West
C7614,13,31,22,17,0.33,33,30,Male,East
C5436,13,31,36,17,0.33,33,25,Male,West
C8870,12,29,25,16,0.33,33,23,Female,South
C8275,4,13,27,5,0.33,33,25,Female,East
C1087,11,27,21,15,0.33,33,24,Female,West
C4786,11,27,15,15,0.33,33,23,Male,East
C6161,13,31,21,17,0.33,33,26,Male,West
C7778,10,25,15,13,0.33,33,30,Male,West
C1976,8,21,11,11,0.33,33,23,Male,West
C1951,12,29,28,16,0.33,33,26,Male,South
C4325,2,9,36,3,0.33,33,30,Male,South
C7227,8,21,23,11,0.33,33,30,Female,South
C4810,3,11,33,4,0.33,33,28,Male,East
C2214,11,27,36,15,0.33,33,27,Female,West
C7030,11,27,31,15,0.33,33,29,Female,South
C7680,3,11,18,4,0.33,33,25,Female,East
C10229,10,25,33,13,0.33,33,28,Female,West
C4451,7,19,15,9,0.33,33,24,Male,South
C9478,8,21,22,11,0.33,33,18,Male,East
C6422,5,15,17,7,0.33,33,18,Male,West
C4574,10,25,21,13,0.33,33,29,Male,South
C1910,12,29,23,16,0.33,33,27,Male,South
C2739,15,35,18,20,0.33,33,26,Female,South
C4984,5,15,25,7,0.33,33,20,Female,North
C10737,7,19,12,9,0.33,33,22,Female,West
C9435,15,35,32,20,0.33,33,27,Female,East
C10941,2,9,23,3,0.33,33,27,Female,West
C6756,13,31,17,17,0.33,33,24,Female,West
C10550,15,35,19,20,0.33,33,29,Male,East
C6754,6,17,15,8,0.33,33,29,Male,West
C1763,5,15,19,7,0.33,33,25,Male,South
C10094,1,7,26,1,0.33,33,20,Male,East
C2732,11,27,21,15,0.33,33,30,Female,West
C5028,6,17,15,8,0.33,33,29,Male,West
C4201,8,21,13,11,0.33,33,22,Male,East
C7738,11,27,20,15,0.33,33,22,Male,West
C10452,1,7,16,1,0.33,33,21,Male,North
C5312,5,15,19,7,0.33,33,29,Male,East
C6083,7,19,27,9,0.33,33,22,Male,East
C8739,10,25,26,13,0.33,33,26,Male,West
C4291,2,9,20,3,0.33,33,22,Female,South
C7083,14,33,21,19,0.33,33,26,Male,South
C7318,7,19,29,9,0.33,33,28,Female,West
C1835,3,11,17,4,0.33,33,23,Female,South
C6639,8,21,24,11,0.33,33,26,Female,West
C6237,2,9,23,3,0.33,33,19,Male,West
C7115,8,21,18,11,0.33,33,24,Male,West
C8663,15,35,24,20,0.33,33,18,Male,North
C1232,5,15,17,7,0.33,33,29,Male,South
C3208,4,13,22,5,0.33,33,24,Female,East
C6463,2,9,16,3,0.33,33,22,Female,West
C9705,14,33,17,19,0.33,33,29,Female,North
C10139,13,31,39,17,0.33,33,23,Female,West
C2103,11,27,22,15,0.33,33,20,Female,East
C6924,10,25,19,13,0.33,33,18,Male,West
C8612,9,23,19,12,0.33,33,26,Female,West
C4173,4,13,28,5,0.33,33,28,Female,West
C5965,15,35,18,20,0.33,33,29,Female,East
C5810,4,13,14,5,0.33,33,29,Female,East
C6322,4,13,32,5,0.33,33,25,Female,West
C7958,6,17,24,8,0.33,33,24,Male,South
C10095,9,23,23,12,0.33,33,22,Male,South
C1371,7,19,29,9,0.33,33,20,Male,North
C5401,7,19,27,9,0.33,33,20,Female,West
C9635,9,23,18,12,0.33,33,21,Female,North
C1452,8,21,16,11,0.33,33,18,Female,East
C1881,12,29,27,16,0.33,33,27,Male,West
C8000,5,15,19,7,0.33,33,26,Male,West
C9086,8,21,21,11,0.33,33,21,Male,West
C10913,7,19,22,9,0.33,33,22,Male,East
C1294,9,23,27,12,0.33,33,29,Female,West
C4330,2,9,31,3,0.33,33,24,Female,North
C4756,9,23,31,12,0.33,33,25,Male,South
C4780,15,35,24,20,0.33,33,22,Female,West
C4145,3,11,38,4,0.33,33,26,Male,North
C8050,13,31,17,17,0.33,33,27,Male,West
C8423,5,15,35,7,0.33,33,26,Female,South
C9612,12,29,22,16,0.33,33,22,Female,North
C4614,9,23,19,12,0.33,33,30,Male,North
C4675,11,27,34,15,0.34,34,20,Male,West
C5147,5,15,25,7,0.34,34,27,Male,South
C3122,7,19,15,9,0.34,34,24,Male,North
C6710,9,23,27,12,0.34,34,22,Female,East
C9079,1,7,19,1,0.34,34,20,Male,West
C2940,7,19,17,9,0.34,34,26,Female,North
C4169,6,17,25,8,0.34,34,27,Male,West
C1943,10,25,27,13,0.34,34,26,Female,South
C9186,12,29,10,16,0.34,34,25,Female,West
C9290,7,19,21,9,0.34,34,28,Male,East
C6181,13,31,29,17,0.34,34,24,Female,West
C7245,2,9,19,3,0.34,34,30,Male,South
C4162,14,33,15,19,0.34,34,30,Male,North
C6173,4,13,15,5,0.34,34,19,Female,East
C7486,15,35,23,20,0.34,34,27,Male,East
C2925,2,9,34,3,0.34,34,20,Female,West
C5300,13,31,24,17,0.34,34,29,Female,North
C8084,4,13,22,5,0.34,34,25,Female,West
C3823,13,31,23,17,0.34,34,26,Male,West
C2778,10,25,19,13,0.34,34,25,Male,West
C3504,10,25,11,13,0.34,34,28,Female,South
C10764,5,15,34,7,0.34,34,24,Male,West
C4997,4,13,13,5,0.34,34,20,Male,North
C8473,11,27,21,15,0.34,34,21,Female,West
C2256,4,13,17,5,0.34,34,30,Female,North
C3829,7,19,15,9,0.34,34,20,Female,East
C2888,5,15,14,7,0.34,34,22,Female,West
C4209,4,13,23,5,0.34,34,26,Male,East
C4528,2,9,17,3,0.34,34,27,Male,West
C7733,8,21,15,11,0.34,34,20,Female,South
C3996,15,35,29,20,0.34,34,30,Male,West
C9178,8,21,19,11,0.34,34,25,Female,West
C3390,5,15,27,7,0.34,34,24,Male,North
C1176,4,13,20,5,0.34,34,25,Male,West
C5764,6,17,27,8,0.34,34,28,Male,West
C5289,12,29,15,16,0.34,34,21,Male,North
C6027,15,35,33,20,0.34,34,19,Male,South
C6219,11,27,18,15,0.34,34,19,Male,West
C10636,12,29,24,16,0.34,34,30,Male,South
C1831,6,17,14,8,0.34,34,18,Male,West
C4346,11,27,23,15,0.34,34,20,Male,North
C3210,12,29,26,16,0.34,34,28,Female,East
C7842,4,13,21,5,0.34,34,20,Male,West
C9284,5,15,18,7,0.34,34,28,Female,North
C10343,3,11,18,4,0.34,34,21,Male,South
C2250,2,9,30,3,0.34,34,24,Female,West
C3826,2,9,28,3,0.34,34,30,Female,South
C10240,2,9,32,3,0.34,34,21,Female,West
C2694,14,33,27,19,0.34,34,18,Male,West
C6623,4,13,33,5,0.34,34,22,Male,North
C7840,3,11,22,4,0.34,34,28,Female,West
C4505,3,11,17,4,0.34,34,19,Male,South
C8222,11,27,15,15,0.34,34,22,Female,South
C9883,8,21,24,11,0.34,34,23,Female,East
C6365,2,9,23,3,0.34,34,21,Male,East
C8427,5,15,25,7,0.34,34,25,Male,West
C2102,13,31,15,17,0.34,34,23,Male,East
C4508,11,27,19,15,0.34,34,29,Female,West
C10297,12,29,25,16,0.34,34,25,Female,West
C4027,7,19,27,9,0.34,34,25,Female,North
C8004,5,15,31,7,0.34,34,27,Male,East
C10987,7,19,12,9,0.34,34,28,Male,West
C3536,5,15,27,7,0.34,34,24,Female,North
C1162,4,13,31,5,0.34,34,20,Female,South
C5172,8,21,23,11,0.34,34,20,Female,South
C8233,6,17,19,8,0.34,34,20,Male,North
C6873,15,35,16,20,0.34,34,24,Female,East
C9922,10,25,24,13,0.34,34,20,Female,East
C10147,11,27,32,15,0.34,34,20,Female,West
C7577,7,19,19,9,0.34,34,28,Male,South
C8242,15,35,31,20,0.34,34,18,Male,West
C8327,9,23,21,12,0.34,34,24,Male,West
C4767,3,11,14,4,0.34,34,21,Male,West
C6944,4,13,17,5,0.34,34,23,Male,West
C4260,2,9,18,3,0.34,34,25,Male,South
C8580,9,23,18,12,0.34,34,18,Female,West
C1212,1,7,27,1,0.34,34,27,Male,West
C1747,8,21,39,11,0.34,34,29,Female,North
C9277,14,33,26,19,0.34,34,28,Male,North
C10476,10,25,25,13,0.34,34,22,Male,South
C5886,15,35,17,20,0.34,34,21,Female,West
C6502,9,23,19,12,0.34,34,26,Male,South
C1324,10,25,17,13,0.34,34,29,Female,South
C4569,3,11,36,4,0.34,34,27,Male,South
C7324,10,25,14,13,0.34,34,28,Female,South
C2239,8,21,18,11,0.34,34,18,Male,North
C9379,5,15,31,7,0.34,34,27,Male,South
C9664,15,35,34,20,0.34,34,20,Female,West
C5113,1,7,13,1,0.34,34,23,Male,North
C5079,12,29,21,16,0.34,34,27,Female,South
C6963,9,23,33,12,0.34,34,28,Male,South
C8804,14,33,13,19,0.34,34,25,Female,East
C8284,13,31,22,17,0.34,34,19,Female,West
C6325,6,17,20,8,0.34,34,18,Female,South
C7585,13,31,22,17,0.34,34,20,Male,West
C4566,12,29,24,16,0.34,34,20,Male,West
C3928,4,13,17,5,0.34,34,22,Female,South
C10519,11,27,31,15,0.34,34,25,Male,South
C9615,12,29,33,16,0.34,34,18,Male,West
C2566,8,21,19,11,0.34,34,25,Female,South
C6613,10,25,38,13,0.34,34,28,Male,West
C7520,7,19,23,9,0.34,34,29,Female,West
C8812,3,11,13,4,0.34,34,22,Male,West
C6628,3,11,27,4,0.34,34,22,Male,South
C3309,11,27,19,15,0.34,34,21,Female,North
C7288,12,29,17,16,0.34,34,27,Female,North
C11037,7,19,14,9,0.34,34,19,Female,South
C5129,14,33,21,19,0.34,34,25,Female,North
C9179,8,21,27,11,0.34,34,28,Male,North
C2603,6,17,16,8,0.34,34,28,Male,East
C3982,7,19,34,9,0.34,34,22,Female,West
C4309,6,17,19,8,0.34,34,25,Male,East
C5917,4,13,20,5,0.34,34,29,Female,West
C3183,10,25,29,13,0.34,34,29,Male,South
C9345,3,11,33,4,0.34,34,23,Male,North
C9847,15,35,19,20,0.34,34,30,Female,West
C2622,11,27,20,15,0.34,34,24,Female,West
C4554,1,7,11,1,0.34,34,22,Male,North
C6545,2,9,14,3,0.34,34,23,Male,North
C8235,5,15,17,7,0.34,34,18,Male,East
C8407,10,25,19,13,0.34,34,20,Male,West
C3716,10,25,19,13,0.34,34,28,Male,West
C9414,11,27,20,15,0.34,34,20,Female,North
C3943,7,19,24,9,0.34,34,28,Female,North
C5817,1,7,22,1,0.34,34,22,Male,West
C7483,8,21,25,11,0.34,34,28,Male,East
C1133,4,13,17,5,0.35,35,18,Female,East
C1295,4,13,36,5,0.35,35,21,Male,East
C5589,9,23,19,12,0.35,35,21,Male,West
C7118,15,35,24,20,0.35,35,19,Male,West
C3264,9,23,15,12,0.35,35,25,Female,South
C8189,11,27,17,15,0.35,35,28,Female,West
C8464,9,23,35,12,0.35,35,22,Male,North
C6926,7,19,37,9,0.35,35,21,Female,West
C3527,15,35,17,20,0.35,35,19,Female,South
C8445,1,7,14,1,0.35,35,27,Female,East
C4555,14,33,14,19,0.35,35,27,Male,East
C2771,10,25,14,14,0.35,35,28,Male,West
C5821,11,27,18,15,0.35,35,19,Female,South
C6952,8,21,22,11,0.35,35,22,Male,West
C8049,12,29,37,16,0.35,35,29,Female,West
C1639,15,35,13,20,0.35,35,25,Female,West
C2179,13,31,18,18,0.35,35,28,Female,North
C9554,5,15,18,7,0.35,35,21,Male,South
C1401,5,15,20,7,0.35,35,23,Male,East
C5611,15,35,17,20,0.35,35,22,Male,West
C1558,3,11,19,4,0.35,35,21,Female,South
C10804,15,35,29,20,0.35,35,26,Female,West
C7985,5,15,25,7,0.35,35,27,Male,West
C1289,8,21,30,11,0.35,35,26,Female,North
C1741,1,7,21,1,0.35,35,23,Male,North
C3371,7,19,26,9,0.35,35,20,Female,West
C9980,11,27,22,15,0.35,35,27,Female,North
C1148,5,15,15,7,0.35,35,30,Male,West
C7747,7,19,20,9,0.35,35,19,Female,South
C2167,8,21,13,11,0.35,35,18,Male,West
C1944,9,23,19,12,0.35,35,20,Female,West
C2379,11,27,17,15,0.35,35,21,Female,West
C5234,5,15,28,7,0.35,35,30,Male,North
C5692,9,23,19,12,0.35,35,23,Female,West
C3285,8,21,29,11,0.35,35,20,Female,South
C9304,14,33,27,19,0.35,35,23,Female,North
C7897,9,23,28,12,0.35,35,30,Male,West
C10968,4,13,24,5,0.35,35,18,Male,South
C9015,11,27,28,15,0.35,35,22,Female,West
C2592,10,25,29,14,0.35,35,26,Male,West
C6795,7,19,27,9,0.35,35,23,Female,South
C8877,9,23,19,12,0.35,35,25,Female,North
C3538,5,15,22,7,0.35,35,30,Male,South
C4621,8,21,29,11,0.35,35,30,Male,West
C8402,8,21,14,11,0.35,35,18,Female,South
C2593,6,17,28,8,0.35,35,25,Female,South
C7480,1,7,25,1,0.35,35,21,Female,South
C7709,9,23,26,12,0.35,35,25,Male,West
C7899,15,35,29,20,0.35,35,21,Male,West
C9648,2,9,13,3,0.35,35,20,Female,North
C1157,3,11,13,4,0.35,35,28,Female,West
C7493,4,13,25,5,0.35,35,21,Female,West
C1823,10,25,22,14,0.35,35,22,Female,West
C5789,2,9,15,3,0.35,35,19,Male,North
C5573,5,15,14,7,0.35,35,18,Female,South
C9382,14,33,15,19,0.35,35,22,Male,West
C6765,5,15,30,7,0.35,35,28,Female,North
C6979,12,29,25,16,0.35,35,27,Male,South
C7804,10,25,24,14,0.35,35,23,Female,North
C8021,7,19,24,9,0.35,35,21,Male,West
C6945,2,9,21,3,0.35,35,28,Male,South
C8073,7,19,15,9,0.35,35,22,Female,South
C1466,8,21,22,11,0.35,35,24,Female,South
C5475,5,15,19,7,0.35,35,30,Male,South
C1846,12,29,20,16,0.35,35,23,Male,West
C6158,13,31,31,18,0.35,35,30,Male,South
C3635,1,7,22,1,0.35,35,22,Female,North
C9137,4,13,14,5,0.35,35,25,Male,West
C10182,10,25,17,14,0.35,35,21,Female,East
C1247,4,13,27,5,0.35,35,24,Male,West
C7516,6,17,13,8,0.35,35,18,Female,North
C10703,2,9,27,3,0.35,35,27,Male,West
C6776,6,17,10,8,0.35,35,27,Female,West
C4803,6,17,18,8,0.35,35,19,Male,South
C8784,13,31,36,18,0.35,35,22,Male,South
C9950,4,13,24,5,0.35,35,26,Male,South
C11099,1,7,14,1,0.35,35,28,Female,East
C1897,3,11,34,4,0.35,35,21,Male,West
C4038,10,25,22,14,0.35,35,26,Female,West
C7514,3,11,31,4,0.35,35,27,Male,West
C5329,14,33,24,19,0.35,35,23,Female,South
C2457,8,21,23,11,0.35,35,26,Female,South
C9708,15,35,27,20,0.35,35,21,Male,South
C3508,14,33,29,19,0.35,35,26,Female,West
C4926,10,25,19,14,0.35,35,28,Female,North
C7186,5,15,22,7,0.35,35,29,Male,West
C7659,10,25,16,14,0.35,35,27,Female,South
C8835,9,23,23,12,0.35,35,25,Male,West
C1551,1,7,30,1,0.35,35,18,Male,South
C1952,13,31,31,18,0.35,35,22,Male,North
C6909,4,13,12,5,0.35,35,28,Male,North
C7229,8,21,33,11,0.35,35,26,Male,South
C8930,8,21,17,11,0.35,35,21,Female,North
C5690,5,15,13,7,0.35,35,29,Male,South
C9375,1,7,23,1,0.35,35,18,Male,East
C6112,7,19,29,9,0.35,35,24,Male,West
C6645,5,15,22,7,0.35,35,23,Male,East
C5939,9,23,14,12,0.35,35,25,Male,West
C8459,11,27,19,15,0.35,35,24,Male,North
C9710,9,23,22,12,0.35,35,24,Male,North
C10436,4,13,20,5,0.35,35,24,Male,South
C2895,6,17,24,8,0.35,35,27,Male,East
C2551,15,35,12,20,0.35,35,26,Female,West
C8087,8,21,24,11,0.35,35,27,Male,South
C6350,3,11,28,4,0.35,35,19,Female,North
C1029,2,9,25,3,0.35,35,21,Male,South
C4687,2,9,23,3,0.35,35,27,Male,South
C8618,11,27,20,15,0.35,35,23,Male,West
C3128,13,31,22,18,0.35,35,23,Female,North
C3420,6,17,20,8,0.35,35,22,Female,West
C3430,8,21,25,11,0.35,35,20,Female,South
C2968,7,19,23,10,0.36,36,22,Male,West
C6518,5,15,24,7,0.36,36,26,Male,South
C9755,5,15,24,7,0.36,36,27,Male,South
C4843,1,7,20,1,0.36,36,30,Male,West
C1586,8,21,27,11,0.36,36,24,Female,West
C5935,12,29,14,16,0.36,36,20,Female,East
C1486,11,27,20,15,0.36,36,24,Female,West
C8326,13,31,19,18,0.36,36,27,Female,North
C10852,14,33,19,19,0.36,36,18,Male,South
C7168,11,27,13,15,0.36,36,21,Female,South
C10215,15,35,20,20,0.36,36,22,Male,North
C10985,9,23,16,12,0.36,36,30,Female,West
C10630,11,27,23,15,0.36,36,19,Male,North
C5473,12,29,18,16,0.36,36,30,Female,North
C6568,15,35,17,20,0.36,36,24,Female,North
C5246,2,9,16,3,0.36,36,28,Male,North
C5779,15,35,22,20,0.36,36,20,Male,West
C9259,5,15,13,7,0.36,36,29,Female,West
C9921,5,15,16,7,0.36,36,29,Male,South
C7504,8,21,31,11,0.36,36,21,Male,East
C1739,7,19,35,10,0.36,36,22,Female,East
C9608,2,9,19,3,0.36,36,19,Male,East
C1834,15,35,21,20,0.36,36,25,Female,West
C5734,1,7,23,1,0.36,36,18,Male,North
C7503,5,15,34,7,0.36,36,26,Male,South
C8695,11,27,32,15,0.36,36,23,Female,South
C4652,8,21,18,11,0.36,36,18,Male,West
C5874,1,7,29,1,0.36,36,25,Male,South
C8321,6,17,28,8,0.36,36,30,Male,West
C1111,7,19,18,10,0.36,36,29,Male,South
C9236,10,25,13,14,0.36,36,23,Male,West
C3076,3,11,17,4,0.36,36,20,Female,South
C9265,6,17,20,8,0.36,36,30,Female,West
C10123,6,17,28,8,0.36,36,20,Female,South
C6375,1,7,22,1,0.36,36,30,Male,South
C7756,3,11,22,4,0.36,36,26,Male,South
C1499,13,31,16,18,0.36,36,29,Female,East
C6833,8,21,22,11,0.36,36,29,Female,East
C8916,2,9,27,3,0.36,36,30,Female,West
C5386,4,13,25,5,0.36,36,24,Female,West
C6028,11,27,36,15,0.36,36,30,Female,West
C3953,11,27,34,15,0.36,36,26,Male,West
C3510,2,9,17,3,0.36,36,24,Male,South
C9580,13,31,18,18,0.36,36,21,Male,South
C6983,15,35,19,20,0.36,36,20,Male,West
C5346,7,19,33,10,0.36,36,26,Female,West
C7925,12,29,18,16,0.36,36,26,Female,West
C1170,15,35,36,20,0.36,36,23,Female,South
C10842,13,31,34,18,0.36,36,20,Male,West
C2244,7,19,17,10,0.36,36,22,Female,West
C6759,15,35,22,20,0.36,36,25,Female,South
C7879,5,15,22,7,0.36,36,21,Female,West
C3065,2,9,24,3,0.36,36,21,Male,North
C5169,14,33,15,19,0.36,36,20,Female,West
C5571,5,15,18,7,0.36,36,27,Female,North
C1477,9,23,18,12,0.36,36,20,Male,South
C1713,7,19,15,10,0.36,36,26,Female,West
C6020,9,23,32,12,0.36,36,26,Male,North
C7004,5,15,20,7,0.36,36,27,Male,West
C10389,7,19,24,10,0.36,36,30,Female,South
C6960,5,15,24,7,0.36,36,21,Male,North
C9737,4,13,22,5,0.36,36,19,Female,West
C3325,4,13,17,5,0.36,36,25,Male,West
C4876,15,35,22,20,0.36,36,19,Male,South
C5846,6,17,22,8,0.36,36,27,Female,South
C1374,6,17,25,8,0.36,36,18,Male,West
C5641,7,19,16,10,0.36,36,30,Female,North
C2191,4,13,18,5,0.36,36,18,Male,North
C3280,9,23,31,12,0.36,36,24,Female,South
C6849,12,29,25,16,0.36,36,28,Female,North
C9697,11,27,28,15,0.36,36,29,Female,West
C3174,9,23,22,12,0.36,36,30,Female,West
C6054,12,29,25,16,0.36,36,30,Female,West
C6741,13,31,23,18,0.36,36,25,Male,South
C3970,13,31,20,18,0.36,36,22,Female,East
C3166,11,27,18,15,0.36,36,27,Female,West
C4908,7,19,17,10,0.36,36,25,Male,North
C11022,13,31,33,18,0.36,36,28,Female,South
C5453,11,27,12,15,0.36,36,29,Male,West
C2252,12,29,23,16,0.36,36,19,Female,North
C7894,3,11,15,4,0.36,36,28,Female,West
C8887,9,23,21,12,0.36,36,19,Male,South
C6473,4,13,21,5,0.36,36,18,Male,South
C7037,12,29,31,16,0.36,36,26,Female,South
C7373,1,7,19,1,0.36,36,27,Female,North
C9644,11,27,26,15,0.36,36,22,Male,West
C2701,1,7,19,1,0.36,36,18,Female,North
C3941,12,29,21,16,0.36,36,21,Female,North
C4136,5,15,22,7,0.36,36,25,Male,East
C4979,15,35,19,20,0.36,36,22,Female,West
C5884,10,25,13,14,0.36,36,20,Female,West
C6121,3,11,32,4,0.36,36,26,Female,West
C8945,4,13,16,5,0.36,36,28,Male,South
C2478,8,21,19,11,0.36,36,24,Male,North
C4302,7,19,18,10,0.36,36,21,Female,West
C10623,6,17,29,8,0.36,36,22,Female,North
C2394,12,29,14,16,0.36,36,20,Male,West
C10718,11,27,22,15,0.36,36,20,Male,South
C9638,12,29,29,16,0.36,36,18,Female,West
C10408,11,27,17,15,0.36,36,23,Female,West
C3052,10,25,19,14,0.36,36,26,Female,West
C4483,15,35,23,20,0.36,36,22,Male,North
C10880,5,15,12,7,0.36,36,24,Male,West
C6413,4,13,36,5,0.36,36,30,Male,West
C6308,1,7,16,1,0.37,37,18,Female,North
C5677,9,23,35,12,0.37,37,26,Male,West
C5210,3,11,20,4,0.37,37,19,Female,East
C9271,13,31,24,18,0.37,37,27,Female,East
C5912,1,7,14,1,0.37,37,27,Female,West
C9777,3,11,25,4,0.37,37,25,Male,West
C9861,10,25,24,14,0.37,37,22,Male,North
C1883,6,17,17,8,0.37,37,19,Male,North
C7599,10,25,22,14,0.37,37,24,Female,West
C7141,10,25,38,14,0.37,37,24,Female,West
C9820,4,13,31,5,0.37,37,25,Female,South
C10143,8,21,24,11,0.37,37,30,Female,North
C3093,10,25,13,14,0.37,37,18,Female,South
C3917,1,7,18,1,0.37,37,30,Male,North
C8760,8,21,24,11,0.37,37,30,Female,West
C1464,1,7,10,1,0.37,37,20,Female,North
C2076,12,29,20,16,0.37,37,27,Female,North
C4253,12,29,18,16,0.37,37,30,Female,West
C6727,15,35,22,21,0.37,37,19,Male,East
C6389,9,23,23,12,0.37,37,28,Female,West
C7250,13,31,18,18,0.37,37,24,Female,West
C1780,2,9,14,3,0.37,37,21,Female,South
C5655,15,35,30,21,0.37,37,23,Male,West
C6306,4,13,17,5,0.37,37,23,Female,North
C10957,1,7,19,1,0.37,37,24,Male,South
C1902,2,9,22,3,0.37,37,21,Female,East
C9854,14,33,15,19,0.37,37,23,Male,West
C3551,9,23,14,12,0.37,37,29,Female,West
C5060,13,31,13,18,0.37,37,28,Male,South
C5415,15,35,13,21,0.37,37,25,Male,West
C7363,3,11,25,4,0.37,37,25,Male,North
C9512,10,25,24,14,0.37,37,27,Female,East
C1870,6,17,32,8,0.37,37,25,Male,West
C5222,8,21,23,11,0.37,37,22,Male,East
C3088,14,33,12,19,0.37,37,18,Male,West
C4549,7,19,30,10,0.37,37,27,Male,North
C5264,5,15,31,7,0.37,37,24,Female,West
C1925,8,21,18,11,0.37,37,21,Male,West
C4366,10,25,28,14,0.37,37,28,Male,North
C10526,15,35,12,21,0.37,37,22,Male,North
C10774,13,31,22,18,0.37,37,29,Male,West
C3956,9,23,12,12,0.37,37,23,Male,North
C9500,8,21,25,11,0.37,37,23,Male,North
C10226,10,25,35,14,0.37,37,20,Female,West
C10400,1,7,15,1,0.37,37,18,Male,North
C10789,6,17,18,8,0.37,37,29,Male,West
C1878,15,35,19,21,0.37,37,23,Female,North
C9930,1,7,19,1,0.37,37,19,Male,North
C9432,11,27,21,15,0.37,37,28,Female,South
C2909,14,33,36,19,0.37,37,26,Female,North
C3746,9,23,15,12,0.37,37,27,Male,West
C4301,11,27,24,15,0.37,37,21,Female,South
C6547,14,33,30,19,0.37,37,25,Male,North
C9037,12,29,19,16,0.37,37,21,Male,East
C3307,12,29,18,16,0.37,37,22,Male,West
C7197,1,7,38,1,0.37,37,25,Male,South
C9953,3,11,14,4,0.37,37,24,Female,South
C1589,5,15,20,7,0.37,37,28,Female,South
C5291,5,15,36,7,0.37,37,19,Male,East
C9378,3,11,27,4,0.37,37,28,Male,West
C2950,6,17,12,8,0.37,37,28,Male,North
C3624,4,13,25,5,0.37,37,19,Female,West
C7445,11,27,28,15,0.37,37,30,Male,North
C8219,8,21,25,11,0.37,37,26,Male,West
C3890,7,19,16,10,0.37,37,24,Male,East
C6276,10,25,22,14,0.37,37,23,Female,West
C2483,10,25,21,14,0.37,37,28,Female,East
C8961,11,27,36,15,0.37,37,27,Female,West
C5004,9,23,22,12,0.37,37,18,Female,South
C10471,2,9,19,3,0.37,37,24,Male,North
C6494,1,7,14,1,0.37,37,25,Male,East
C7708,4,13,26,5,0.37,37,27,Female,West
C8311,5,15,22,7,0.37,37,26,Female,North
C9487,8,21,21,11,0.37,37,22,Male,North
C2117,11,27,24,15,0.37,37,22,Male,West
C2164,1,7,24,1,0.37,37,20,Male,North
C2686,10,25,17,14,0.37,37,29,Female,North
